video_id,feature_name,start_time,end_time,start_frame,end_frame
P04_24,milk:coconut,00:04:47.59,00:05:00.30,17255,18018
P04_24,milk:coconut,00:05:02.41,00:05:14.71,18144,18882
P04_24,paste:spice,00:05:19.39,00:05:31.02,19163,19861
P04_24,hob,00:05:31.34,00:05:38.69,19880,20321
P04_24,bowl:cooker,00:00:07.58,00:00:09.47,454,568
P04_24,milk:coconut,00:05:40.67,00:05:45.33,20440,20719
P04_24,paste:spice,00:05:47.00,00:05:53.88,20820,21232
P04_24,fridge,00:05:54.44,00:05:55.70,21266,21342
P04_24,beef,00:05:55.80,00:05:57.62,21348,21457
P04_24,packet,00:06:03.74,00:06:09.82,21824,22189
P04_24,beef,00:06:13.43,00:06:35.78,22405,23746
P04_24,beef,00:06:40.23,00:07:06.82,24013,25609
P04_24,beef,00:07:11.48,00:07:37.06,25888,27423
P04_24,scissors,00:07:37.68,00:07:39.19,27460,27551
P04_24,hand,00:07:41.75,00:07:50.54,27705,28232
P04_24,bowl:cooker,00:00:10.56,00:00:12.49,633,749
P04_24,hand,00:07:51.49,00:07:55.45,28289,28527
P04_24,peanut,00:07:56.81,00:08:00.13,28608,28807
P04_24,timer,00:08:00.91,00:08:10.22,28854,29413
P04_24,beef,00:08:10.73,00:08:19.14,29443,29948
P04_24,hob,00:00:12.83,00:00:20.35,769,1221
P04_24,oven,00:00:20.50,00:00:23.24,1230,1394
P04_24,fridge,00:00:24.01,00:00:24.92,1440,1495
P04_25,milk:coconut,00:00:03.56,00:00:07.21,213,432
P04_25,water,00:00:07.10,00:00:09.61,426,576
P04_25,bag,00:01:32.78,00:01:34.79,5566,5687
P04_25,peeler,00:01:37.58,00:01:39.09,5854,5945
P04_25,potato,00:01:42.21,00:01:57.43,6132,7045
P04_25,potato,00:01:57.24,00:02:28.78,7034,8926
P04_25,beef,00:02:31.54,00:02:38.14,9092,9488
P04_25,potato,00:02:39.97,00:02:42.33,9598,9739
P04_25,potato,00:02:40.76,00:03:21.11,9645,12066
P04_25,time,00:02:42.22,00:02:43.75,9733,9825
P04_25,oven,00:03:21.65,00:03:23.07,12099,12184
P04_25,peanut,00:03:23.21,00:03:24.57,12192,12274
P04_25,water,00:00:09.68,00:00:19.75,580,1185
P04_25,potato,00:03:31.08,00:04:21.91,12664,15714
P04_25,potato,00:04:22.01,00:04:38.98,15720,16738
P04_25,potato,00:04:40.38,00:04:55.25,16822,17715
P04_25,potato,00:04:54.53,00:05:04.18,17671,18250
P04_25,potato,00:05:04.28,00:05:54.52,18256,21271
P04_25,potato,00:05:58.12,00:06:01.69,21487,21701
P04_25,pan,00:06:03.64,00:06:14.37,21818,22462
P04_25,powder:coconut:milk,00:00:22.71,00:00:25.15,1362,1509
P04_25,milk:coconut,00:00:25.10,00:00:35.45,1506,2127
P04_25,water,00:00:35.55,00:00:38.80,2133,2328
P04_25,beef,00:01:00.47,00:01:04.41,3628,3864
P04_25,cupboard,00:01:08.47,00:01:10.41,4108,4224
P04_25,potato,00:01:14.34,00:01:18.39,4460,4703
P04_25,light,00:01:20.26,00:01:21.40,4815,4884
P04_26,chilli,00:00:01.67,00:00:05.23,100,313
P04_26,chilli,00:00:05.46,00:00:11.45,327,687
P04_26,pith,00:00:11.15,00:00:20.72,669,1243
P04_27,pith,00:00:02.16,00:00:05.64,129,338
P04_27,chilli,00:00:06.03,00:00:11.78,361,706
P04_27,chilli,00:01:34.64,00:01:36.31,5678,5778
P04_27,chilli,00:00:12.36,00:00:13.62,741,817
P04_27,pith,00:00:15.22,00:00:18.88,913,1132
P04_27,chilli,00:00:18.74,00:00:25.15,1124,1509
P04_27,chilli,00:00:25.43,00:00:27.83,1525,1669
P04_27,end:chilli,00:00:34.94,00:00:36.80,2096,2208
P04_27,pith,00:00:39.73,00:00:47.12,2383,2827
P04_27,pith,00:00:48.60,00:00:50.64,2916,3038
P04_27,chilli,00:01:10.09,00:01:23.14,4205,4988
P04_28,pan,00:00:02.79,00:00:07.01,167,420
P04_28,milk:coconut,00:00:09.03,00:00:12.69,541,761
P04_28,pan,00:01:18.96,00:01:35.27,4737,5716
P04_28,drawer,00:01:39.13,00:01:41.43,5947,6085
P04_28,drawer,00:01:41.53,00:01:42.82,6091,6169
P04_28,spice,00:01:42.92,00:01:48.82,6175,6529
P04_28,spice,00:01:49.98,00:01:58.47,6598,7108
P04_28,drawer,00:01:56.89,00:01:58.23,7013,7093
P04_28,spoon,00:01:58.22,00:01:59.08,7093,7144
P04_28,drawer,00:01:59.16,00:01:59.93,7149,7195
P04_28,tub,00:02:00.24,00:02:06.55,7214,7593
P04_28,tub,00:02:06.65,00:02:07.74,7599,7664
P04_28,pan,00:00:14.72,00:00:23.60,883,1416
P04_28,spice,00:02:08.29,00:02:12.27,7697,7936
P04_28,fridge,00:02:20.37,00:02:21.64,8422,8498
P04_28,spice:tamarind,00:02:24.31,00:02:26.36,8658,8781
P04_28,label,00:02:26.46,00:02:35.08,8787,9304
P04_28,label,00:02:35.40,00:02:37.90,9324,9474
P04_28,onion,00:00:26.65,00:00:30.00,1599,1800
P04_28,onion,00:00:30.78,00:00:32.22,1846,1933
P04_28,fridge,00:00:32.17,00:00:33.72,1930,2023
P04_28,onion,00:00:33.89,00:00:39.18,2033,2350
P04_28,onion,00:00:40.01,00:00:44.31,2400,2658
P04_28,onion,00:00:48.98,00:01:10.75,2938,4245
P04_28,onion,00:01:11.11,00:01:17.44,4266,4646
P04_29,fridge,00:00:01.59,00:00:04.81,95,288
P04_29,pan,00:00:06.69,00:00:16.48,401,988
P04_29,cupboard,00:01:28.35,00:01:30.23,5301,5413
P04_29,shreddies,00:01:29.32,00:01:32.92,5359,5575
P04_29,tub,00:01:34.16,00:01:36.22,5649,5773
P04_29,tub,00:01:39.51,00:01:41.41,5970,6084
P04_29,sugar,00:01:41.51,00:01:46.78,6090,6406
P04_29,sugar,00:01:48.11,00:01:54.75,6486,6885
P04_29,board:chopping,00:02:03.37,00:02:09.57,7402,7774
P04_29,board:chopping,00:02:10.05,00:02:11.86,7803,7911
P04_29,potato,00:02:11.80,00:02:13.06,7908,7983
P04_29,pan,00:02:13.11,00:02:13.69,7986,8021
P04_29,liquid,00:00:16.58,00:00:19.13,994,1147
P04_29,pan,00:02:13.74,00:02:20.32,8024,8419
P04_29,hob,00:02:20.60,00:02:24.07,8436,8644
P04_29,lid,00:02:24.22,00:02:25.22,8653,8713
P04_29,pan:cooker,00:02:31.28,00:02:42.42,9076,9745
P04_29,pan,00:02:41.34,00:02:43.65,9680,9819
P04_29,cooker:rice,00:02:47.44,00:02:59.80,10046,10788
P04_29,cooker:rice,00:02:56.43,00:03:02.85,10585,10971
P04_29,cooker:slow,00:03:04.05,00:03:08.52,11043,11311
P04_29,cooker:slow,00:03:08.06,00:03:12.94,11283,11576
P04_29,socket,00:03:11.90,00:03:13.27,11514,11596
P04_29,drawer:spice,00:00:22.03,00:00:29.83,1321,1789
P04_29,lid,00:03:13.37,00:03:16.54,11602,11792
P04_29,powder:coconut,00:03:20.78,00:03:28.15,12046,12489
P04_29,packet:beef,00:03:38.67,00:03:45.20,13120,13512
P04_29,packet:beef,00:03:48.19,00:03:55.66,13691,14139
P04_29,container,00:03:54.97,00:03:58.64,14098,14318
P04_29,shrimp,00:04:01.70,00:04:10.08,14502,15004
P04_29,sauce:fish,00:04:12.46,00:04:14.11,15147,15246
P04_29,grass:lemon,00:04:15.70,00:04:26.27,15342,15976
P04_29,container,00:04:23.70,00:04:27.54,15822,16052
P04_29,container,00:04:30.65,00:04:31.66,16238,16299
P04_29,cinnamon,00:00:31.19,00:00:35.17,1871,2110
P04_29,rubbish,00:04:34.64,00:04:39.14,16478,16748
P04_29,packet,00:04:35.05,00:04:36.99,16503,16619
P04_29,bin,00:04:40.72,00:04:43.26,16843,16995
P04_29,peeling:veggie,00:04:45.59,00:04:52.59,17135,17555
P04_29,board:chopping,00:04:56.69,00:04:58.19,17801,17891
P04_29,knife,00:05:01.79,00:05:09.04,18107,18542
P04_29,knife,00:05:11.78,00:05:22.14,18706,19328
P04_29,knife,00:05:24.20,00:05:25.74,19452,19544
P04_29,pan,00:05:30.34,00:05:38.59,19820,20315
P04_29,pan,00:05:41.24,00:05:47.55,20474,20853
P04_29,drawer,00:00:36.97,00:00:39.59,2218,2375
P04_29,pan,00:05:48.54,00:05:50.04,20912,21002
P04_29,hob,00:05:49.62,00:05:57.37,20977,21442
P04_29,freezer,00:05:58.41,00:06:00.65,21504,21639
P04_29,patty:tuna,00:06:01.05,00:06:03.10,21663,21786
P04_29,patty:tuna,00:06:06.95,00:06:13.27,22017,22396
P04_29,drawer:freezer,00:06:19.02,00:06:24.79,22741,23087
P04_29,rice,00:06:21.25,00:06:46.56,22875,24393
P04_29,rice,00:06:46.45,00:06:47.80,24387,24468
P04_29,rice,00:06:50.76,00:06:53.25,24645,24795
P04_29,rice,00:06:57.63,00:07:00.12,25057,25207
P04_29,powder:coconut,00:00:41.90,00:00:44.51,2514,2670
P04_29,microwave,00:07:00.22,00:07:02.53,25213,25351
P04_29,recipe,00:01:01.41,00:01:07.35,3684,4040
P04_29,oil:fish,00:01:17.09,00:01:22.55,4625,4953
P04_29,drawer,00:01:26.55,00:01:28.02,5193,5281
P04_30,cupboard,00:00:01.80,00:00:02.45,108,147
P04_30,box:lunch,00:00:03.31,00:00:03.94,198,236
P04_30,patty:tuna,00:01:28.23,00:01:32.49,5293,5549
P04_30,patty:tuna,00:01:35.81,00:01:39.25,5748,5955
P04_30,box:lunch,00:01:39.13,00:01:40.90,5947,6054
P04_30,hob,00:01:41.68,00:01:47.28,6100,6436
P04_30,freezer,00:01:51.04,00:01:52.04,6662,6722
P04_30,tamagoyaki,00:01:52.69,00:01:55.55,6761,6933
P04_30,tamagoyaki,00:01:57.46,00:02:06.70,7047,7602
P04_30,freezer,00:02:16.07,00:02:17.17,8164,8230
P04_30,salad:cucumber,00:02:20.28,00:02:23.26,8416,8595
P04_30,salad:cucumber,00:02:23.01,00:02:48.32,8580,10099
P04_30,microwave,00:00:05.96,00:00:06.77,357,406
P04_30,salad:cucumber,00:02:45.55,00:02:52.96,9933,10377
P04_30,carrot,00:02:56.87,00:02:59.55,10612,10773
P04_30,carrot,00:03:00.39,00:03:17.71,10823,11862
P04_30,carrot,00:03:20.18,00:03:22.68,12010,12160
P04_30,salad:cucumber,00:03:23.87,00:03:25.55,12232,12333
P04_30,salad:cucumber,00:03:26.13,00:03:31.40,12367,12684
P04_30,container,00:03:33.09,00:03:34.34,12785,12860
P04_30,fan,00:03:34.94,00:03:36.19,12896,12971
P04_30,fridge,00:03:36.88,00:03:37.72,13012,13063
P04_30,container,00:03:38.14,00:03:40.89,13088,13253
P04_30,rice,00:00:06.93,00:00:10.14,415,608
P04_30,fridge,00:03:38.61,00:03:41.84,13116,13310
P04_30,box:lunch,00:03:44.53,00:03:53.13,13471,13987
P04_30,fork,00:04:00.41,00:04:07.86,14424,14871
P04_30,fork,00:04:10.19,00:04:14.72,15011,15283
P04_30,fork,00:04:12.95,00:04:18.28,15177,15496
P04_30,cupboard,00:04:19.03,00:04:22.95,15541,15777
P04_30,bowl,00:04:22.78,00:04:23.73,15766,15823
P04_30,cereal,00:04:24.40,00:04:30.69,15863,16241
P04_30,cereal,00:04:30.66,00:04:36.63,16239,16597
P04_30,drawer,00:04:37.82,00:04:40.54,16669,16832
P04_30,box:lunch,00:00:15.31,00:00:16.84,918,1010
P04_30,cupboard,00:04:42.98,00:04:43.80,16978,17028
P04_30,raisin,00:04:44.35,00:04:45.46,17061,17127
P04_30,raisin,00:04:46.40,00:04:47.75,17184,17265
P04_30,raisin,00:04:47.83,00:04:49.78,17269,17386
P04_30,fridge,00:04:50.45,00:04:51.88,17427,17512
P04_30,yoghurt,00:04:51.98,00:04:53.01,17518,17580
P04_30,drawer,00:04:54.25,00:04:55.02,17655,17701
P04_30,spoon,00:04:55.56,00:04:56.47,17733,17788
P04_30,yoghurt,00:04:57.22,00:05:04.36,17833,18261
P04_30,yoghurt,00:05:05.13,00:05:10.81,18307,18648
P04_30,drawer,00:00:18.57,00:00:19.85,1114,1191
P04_30,fork,00:00:19.66,00:00:21.19,1179,1271
P04_30,rice,00:00:25.94,00:00:38.19,1556,2291
P04_30,rice,00:00:38.29,00:01:26.21,2297,5172
P04_30,box:lunch,00:01:27.89,00:01:33.39,5273,5603
P04_31,plate,00:00:02.57,00:00:07.33,154,439
P04_31,cupboard,00:00:08.04,00:00:11.41,482,684
P04_31,pin:rolling,00:01:07.42,00:01:09.48,4045,4168
P04_31,roll:kitchen,00:12:33.66,00:12:36.17,45219,45370
P04_31,counter,00:12:36.43,00:12:38.06,45385,45483
P04_31,flake:chilli,00:12:37.56,00:12:41.06,45453,45663
P04_31,cupboard,00:12:40.58,00:12:53.55,45634,46413
P04_31,cupboard,00:12:52.67,00:12:54.15,46360,46449
P04_31,roll:kitchen,00:12:55.43,00:12:58.06,46525,46683
P04_31,sink,00:13:01.51,00:13:09.41,46890,47364
P04_31,sink,00:13:09.50,00:13:17.20,47370,47832
P04_31,sink,00:13:16.72,00:13:37.44,47803,49046
P04_31,sponge,00:13:37.24,00:13:38.92,49034,49135
P04_31,spoon,00:01:09.75,00:01:11.38,4185,4282
P04_31,hand,00:13:39.02,00:13:41.50,49141,49290
P04_31,lid,00:13:41.52,00:13:42.44,49291,49346
P04_31,hand,00:13:42.34,00:13:44.10,49340,49446
P04_31,spoon,00:01:12.60,00:01:19.14,4356,4748
P04_31,bowl,00:01:24.50,00:01:26.00,5070,5160
P04_31,spatula,00:01:32.10,00:01:33.86,5526,5631
P04_31,dishwasher,00:01:34.30,00:01:36.83,5658,5809
P04_31,bowl,00:01:37.01,00:01:40.81,5820,6048
P04_31,spatula,00:01:42.01,00:01:42.65,6120,6159
P04_31,board:chopping,00:01:43.01,00:01:46.33,6180,6379
P04_31,cutlery,00:01:46.76,00:01:49.48,6405,6568
P04_31,cupboard,00:00:08.33,00:00:11.48,499,688
P04_31,dishwasher,00:01:49.88,00:01:52.87,6592,6772
P04_31,tupperware,00:01:54.38,00:01:57.67,6862,7060
P04_31,tupperware,00:01:55.05,00:02:02.81,6903,7368
P04_31,tupperware,00:01:57.77,00:01:59.14,7066,7148
P04_31,tray:baking,00:02:03.31,00:02:05.33,7398,7519
P04_31,tray:baking,00:02:06.20,00:02:17.47,7572,8248
P04_31,paper,00:02:27.76,00:02:30.26,8865,9015
P04_31,pestle,00:02:39.20,00:03:05.85,9552,11151
P04_31,pestle,00:03:08.20,00:03:59.77,11292,14386
P04_31,pestle,00:03:51.94,00:03:59.69,13916,14381
P04_31,pan,00:00:12.20,00:00:15.19,732,911
P04_31,hand,00:04:00.54,00:04:04.03,14432,14641
P04_31,pan,00:04:04.03,00:04:05.77,14641,14746
P04_31,dishwasher,00:04:05.87,00:04:10.17,14752,15010
P04_31,spice,00:04:10.89,00:04:18.29,15053,15497
P04_31,cooker:slow,00:04:21.06,00:04:26.09,15663,15965
P04_31,cooker:slow,00:04:30.04,00:04:43.93,16202,17035
P04_31,drawer,00:04:43.96,00:04:45.95,17037,17157
P04_31,food,00:04:48.03,00:05:22.40,17281,19344
P04_31,sink,00:05:22.89,00:05:27.31,19373,19638
P04_31,drawer,00:05:36.54,00:05:38.11,20192,20286
P04_31,dishwasher,00:00:12.82,00:00:13.43,769,805
P04_31,spoon,00:05:38.21,00:05:40.15,20292,20409
P04_31,liquid,00:05:40.31,00:05:43.57,20418,20614
P04_31,cupboard,00:05:46.45,00:05:48.51,20787,20910
P04_31,powder:coconut,00:05:49.12,00:05:50.95,20947,21057
P04_31,powder:coconut,00:05:53.43,00:05:55.84,21205,21350
P04_31,cupboard,00:05:58.74,00:05:59.69,21524,21581
P04_31,glass,00:05:59.79,00:06:01.53,21587,21691
P04_31,water,00:06:02.41,00:06:04.34,21744,21860
P04_31,water,00:06:05.04,00:06:11.13,21902,22267
P04_31,cooker:slow,00:06:11.93,00:06:24.70,22315,23082
P04_31,pan,00:00:13.53,00:00:23.09,811,1385
P04_31,liquid,00:06:25.96,00:06:28.72,23157,23323
P04_31,powder:coconut,00:06:31.78,00:06:33.94,23506,23636
P04_31,tap,00:06:36.00,00:06:37.54,23760,23852
P04_31,liquid,00:06:36.55,00:06:37.68,23793,23860
P04_31,water,00:06:38.22,00:06:39.23,23893,23953
P04_31,cooker:slow,00:06:40.49,00:06:52.29,24029,24737
P04_31,liquid,00:06:52.90,00:06:54.98,24774,24898
P04_31,lid,00:06:59.01,00:07:00.95,25140,25257
P04_31,powder:coconut,00:07:02.93,00:07:06.55,25375,25593
P04_31,cooker:rice,00:07:07.93,00:07:11.21,25675,25872
P04_31,tray,00:00:24.69,00:00:31.32,1481,1879
P04_31,cooker:rice,00:07:11.25,00:07:13.12,25875,25987
P04_31,cooker:rice,00:07:13.54,00:07:22.56,26012,26553
P04_31,switch,00:07:22.60,00:07:25.69,26556,26741
P04_31,bowl:rice:cooker,00:07:25.73,00:07:27.53,26743,26851
P04_31,bag:rice,00:07:29.93,00:07:31.43,26995,27085
P04_31,rice,00:07:36.69,00:07:52.69,27401,28361
P04_31,rice,00:07:53.45,00:07:56.79,28407,28607
P04_31,rice,00:07:59.50,00:08:16.88,28770,29812
P04_31,rice,00:08:17.45,00:08:38.73,29847,31123
P04_31,rice,00:08:40.58,00:08:51.86,31234,31911
P04_31,cutlery,00:00:32.82,00:00:57.01,1969,3420
P04_31,water,00:09:22.26,00:09:31.12,33735,34267
P04_31,bowl:rice:cooker,00:09:34.30,00:09:47.44,34458,35246
P04_31,drawer,00:09:50.99,00:09:51.92,35459,35515
P04_31,paddle:rice,00:09:51.60,00:09:52.10,35496,35526
P04_31,rice,00:09:54.70,00:10:00.70,35682,36042
P04_31,lid,00:10:04.80,00:10:06.55,36288,36393
P04_31,fridge,00:10:07.03,00:10:08.59,36421,36515
P04_31,broccoli,00:10:09.02,00:10:11.89,36541,36713
P04_31,pan,00:10:14.18,00:10:16.60,36850,36996
P04_31,pan,00:10:16.94,00:10:17.80,37016,37068
P04_31,drawer,00:00:58.11,00:01:00.11,3486,3606
P04_31,broccoli,00:10:17.88,00:10:18.61,37072,37116
P04_31,pan,00:10:19.27,00:10:24.73,37156,37483
P04_31,pan,00:10:25.50,00:10:27.50,37530,37650
P04_31,knife,00:10:29.64,00:10:30.82,37778,37849
P04_31,broccoli,00:10:30.92,00:10:33.05,37855,37983
P04_31,broccoli,00:10:34.72,00:10:45.04,38083,38702
P04_31,sort:broccoli,00:10:46.45,00:10:47.42,38787,38845
P04_31,cooker:slow,00:10:53.02,00:10:56.10,39181,39366
P04_31,cupboard,00:11:00.13,00:11:01.01,39607,39660
P04_31,flake:chilli,00:11:01.26,00:11:02.41,39675,39744
P04_31,jug:measuring,00:01:00.22,00:01:04.33,3613,3859
P04_31,flake:chilli,00:11:04.74,00:11:08.25,39884,40095
P04_31,cooker:slow,00:11:11.13,00:11:15.70,40267,40542
P04_31,curry,00:11:17.98,00:11:19.77,40678,40786
P04_31,salt,00:11:21.70,00:11:23.61,40902,41016
P04_31,pepper,00:11:28.05,00:11:38.25,41283,41895
P04_31,container:pepper,00:11:39.31,00:11:55.79,41958,42947
P04_31,pepper,00:11:56.31,00:12:09.19,42978,43751
P04_31,cooker:slow,00:12:12.85,00:12:19.23,43971,44353
P04_31,curry,00:12:20.32,00:12:28.82,44419,44929
P04_31,lid,00:12:30.93,00:12:33.81,45055,45228
P04_32,fork,00:00:01.75,00:00:03.55,105,213
P04_32,broccoli,00:00:03.65,00:00:15.07,219,904
P04_32,rice,00:00:15.60,00:00:22.78,936,1366
P04_32,cupboard,00:00:23.43,00:00:24.35,1405,1461
P04_32,plate,00:00:23.95,00:00:26.32,1437,1579
P04_32,plate,00:00:26.42,00:00:29.25,1585,1755
P04_32,rice,00:00:32.94,00:00:42.94,1976,2576
P04_33,rice,00:00:06.78,00:00:07.37,406,442
P04_33,rice,00:00:07.36,00:00:13.48,441,808
P04_33,cooker:slow,00:01:04.97,00:01:06.61,3898,3996
P04_33,curry,00:01:15.93,00:01:20.78,4555,4846
P04_33,curry,00:01:25.00,00:02:02.01,5100,7320
P04_33,hob,00:02:07.15,00:02:10.98,7629,7858
P04_33,broccoli,00:02:11.06,00:02:15.21,7863,8112
P04_33,broccoli,00:02:16.14,00:02:22.88,8168,8572
P04_33,broccoli,00:02:24.28,00:02:52.76,8656,10365
P04_33,drawer,00:02:57.28,00:02:58.99,10636,10739
P04_33,fork,00:02:58.59,00:02:59.88,10715,10792
P04_33,rice,00:00:11.72,00:00:17.34,703,1040
P04_33,fork,00:02:59.66,00:03:00.39,10779,10823
P04_33,light,00:03:00.41,00:03:02.84,10824,10970
P04_33,cupboard,00:00:18.87,00:00:19.77,1132,1186
P04_33,tupperware,00:00:20.14,00:00:23.47,1208,1408
P04_33,rice,00:00:26.50,00:00:37.96,1590,2277
P04_33,cooker:rice,00:00:46.68,00:00:48.78,2800,2926
P04_33,kettle,00:00:48.88,00:00:56.00,2932,3360
P04_33,tupperware,00:00:56.55,00:00:59.56,3393,3573
P04_33,tupperware,00:00:59.66,00:01:02.41,3579,3744
P05_07,hand,00:00:01.98,00:00:04.35,118,261
P05_07,cupboard,00:00:07.10,00:00:08.54,426,512
P05_07,bottle:oil,00:00:33.15,00:00:34.66,1989,2079
P05_07,pot,00:12:29.39,00:12:31.73,44963,45103
P05_07,pot,00:12:35.16,00:12:37.07,45309,45424
P05_07,soup,00:12:41.25,00:12:44.00,45675,45840
P05_07,spoon:wooden,00:12:45.34,00:12:46.87,45920,46012
P05_07,soup,00:12:49.42,00:12:59.92,46165,46795
P05_07,spoon:wooden,00:13:05.96,00:13:06.81,47157,47208
P05_07,pot,00:13:07.13,00:13:09.04,47227,47342
P05_07,pot,00:13:09.87,00:13:11.64,47392,47498
P05_07,switch,00:13:11.83,00:13:12.57,47509,47554
P05_07,bowl,00:13:14.38,00:13:16.44,47662,47786
P05_07,refrigerator,00:00:35.21,00:00:37.06,2112,2223
P05_07,bowl,00:13:17.44,00:13:18.69,47846,47921
P05_07,pack:salad,00:00:39.04,00:00:41.53,2342,2491
P05_07,pack:salad,00:00:41.63,00:00:44.24,2497,2654
P05_07,package:salad,00:00:49.58,00:01:00.12,2974,3607
P05_07,film,00:01:00.29,00:01:05.04,3617,3902
P05_07,film,00:01:05.55,00:01:07.87,3933,4072
P05_07,oil,00:01:08.99,00:01:11.99,4139,4319
P05_07,spatula:wooden,00:01:15.43,00:01:17.39,4525,4643
P05_07,spatula:wooden,00:01:21.85,00:01:23.37,4911,5002
P05_07,pot,00:00:09.38,00:00:12.95,562,777
P05_07,water,00:01:32.14,00:01:39.64,5528,5978
P05_07,kettle,00:01:33.29,00:01:34.29,5597,5657
P05_07,kettle,00:01:40.00,00:01:51.51,6000,6690
P05_07,kettle,00:01:52.27,00:01:55.38,6736,6922
P05_07,switch,00:01:55.48,00:01:56.39,6928,6983
P05_07,kettle,00:01:56.44,00:01:57.33,6986,7039
P05_07,cupboard,00:01:57.81,00:01:59.23,7068,7153
P05_07,pot,00:01:59.64,00:02:02.94,7178,7376
P05_07,pot,00:02:04.29,00:02:06.79,7457,7607
P05_07,hob,00:02:06.35,00:02:08.17,7581,7690
P05_07,pot,00:00:17.54,00:00:18.61,1052,1116
P05_07,cupboard,00:02:10.70,00:02:11.93,7841,7915
P05_07,soup,00:02:12.02,00:02:13.44,7921,8006
P05_07,cupboard,00:02:13.92,00:02:14.85,8035,8091
P05_07,oil,00:02:21.19,00:02:24.51,8471,8670
P05_07,oil,00:02:55.07,00:02:56.28,10504,10576
P05_07,package:salad,00:02:57.98,00:02:59.03,10678,10741
P05_07,spatula:wooden,00:03:00.33,00:03:01.42,10819,10885
P05_07,salad,00:03:01.41,00:03:09.02,10884,11341
P05_07,spatula:wooden,00:03:12.22,00:03:13.18,11533,11590
P05_07,packaging,00:03:16.15,00:03:24.81,11769,12288
P05_07,hob,00:00:19.50,00:00:20.27,1170,1216
P05_07,hand,00:03:27.04,00:03:28.70,12422,12522
P05_07,spatula:wooden,00:03:32.19,00:03:32.90,12731,12774
P05_07,salad,00:03:33.25,00:03:46.30,12795,13578
P05_07,spatula:wooden,00:03:46.63,00:03:48.40,13597,13704
P05_07,pot,00:04:02.17,00:04:04.83,14530,14689
P05_07,spatula:wooden,00:04:14.18,00:04:14.85,15250,15291
P05_07,spatula:wooden,00:04:33.85,00:04:35.92,16431,16555
P05_07,pack:soup,00:04:45.20,00:04:46.06,17112,17163
P05_07,pack:soup,00:04:54.51,00:04:55.56,17670,17733
P05_07,pot,00:04:57.44,00:05:01.18,17846,18070
P05_07,switch,00:00:21.01,00:00:21.98,1260,1318
P05_07,spatula:wooden,00:05:01.52,00:05:02.42,18091,18145
P05_07,salad,00:05:02.24,00:05:09.00,18134,18540
P05_07,spatula:wooden,00:05:09.10,00:05:11.36,18546,18681
P05_07,kettle,00:05:13.41,00:05:14.86,18804,18891
P05_07,pot,00:05:16.26,00:05:17.72,18975,19063
P05_07,water,00:05:18.90,00:05:27.40,19134,19644
P05_07,kettle,00:05:28.91,00:05:31.03,19734,19861
P05_07,pot,00:05:32.10,00:05:34.35,19926,20061
P05_07,spoon:wooden,00:05:36.20,00:05:39.45,20172,20367
P05_07,soup,00:05:39.79,00:05:54.18,20387,21250
P05_07,switch,00:00:21.07,00:00:21.94,1264,1316
P05_07,soup,00:05:56.40,00:06:07.90,21384,22074
P05_07,button,00:06:08.61,00:06:09.44,22116,22166
P05_07,spoon:wooden,00:06:13.49,00:06:15.12,22409,22507
P05_07,pot,00:06:15.44,00:06:17.87,22526,22672
P05_07,spatula:wooden,00:06:18.93,00:06:20.05,22735,22803
P05_07,salad,00:06:20.25,00:06:46.19,22815,24371
P05_07,spatula:wooden,00:06:46.35,00:06:47.52,24381,24451
P05_07,spatula:wooden,00:07:19.23,00:07:20.93,26353,26455
P05_07,salad,00:07:21.09,00:07:38.25,26465,27495
P05_07,spatula:wooden,00:07:38.78,00:07:39.58,27526,27574
P05_07,fan:extractor,00:00:22.27,00:00:23.00,1336,1380
P05_07,spoon:wooden,00:07:52.99,00:07:54.46,28379,28467
P05_07,pot,00:07:54.31,00:07:55.27,28458,28516
P05_07,soup,00:07:55.58,00:08:07.35,28534,29241
P05_07,pot,00:08:07.45,00:08:08.94,29247,29336
P05_07,spoon:wooden,00:08:08.76,00:08:10.04,29325,29402
P05_07,spoon:wooden,00:08:53.41,00:08:54.58,32004,32074
P05_07,pot,00:08:54.96,00:08:55.88,32097,32152
P05_07,soup,00:08:55.92,00:09:03.26,32155,32595
P05_07,pot,00:09:03.27,00:09:04.37,32596,32662
P05_07,spoon:wooden,00:09:04.47,00:09:05.41,32668,32724
P05_07,bottle:oil,00:00:24.09,00:00:25.84,1445,1550
P05_07,hob,00:09:05.81,00:09:06.68,32748,32800
P05_07,switch,00:09:07.87,00:09:08.79,32872,32927
P05_07,pot,00:09:11.55,00:09:12.25,33093,33135
P05_07,pot,00:09:12.17,00:09:14.01,33130,33240
P05_07,spatula:wooden,00:09:43.47,00:09:44.70,35008,35082
P05_07,salad,00:09:45.46,00:09:57.74,35127,35864
P05_07,spatula:wooden,00:09:59.34,00:10:00.56,35960,36033
P05_07,plate,00:10:21.50,00:10:22.57,37290,37354
P05_07,dish,00:10:23.05,00:10:23.91,37383,37434
P05_07,spatula:wooden,00:10:31.39,00:10:32.30,37883,37938
P05_07,oil,00:00:26.59,00:00:31.24,1595,1874
P05_07,pot,00:10:33.18,00:10:33.94,37990,38036
P05_07,salad,00:10:34.60,00:10:52.09,38076,39125
P05_07,pot,00:10:55.25,00:11:11.69,39315,40301
P05_07,pot,00:11:15.45,00:11:31.31,40527,41478
